"userid","imode","sample_group","intstart","intend","totaltime","finished","indate","spr","birthyear","age","agecat","sex","f10000","f10100","f13400a","f13400b","f13400c","f13400d","f13400e","f13400f","f12700c","f12700rec","f12720rec","f12720main6","f12730c","f12730rec","f12740rec","f12740main6","Q03","Q04a","Q04b","Q04c","Q04d","Q04e","Q04f","Q04g","Q05b","Q05a","Q05c","Q05d","Q05e","Q06a","Q06b","Q06c","Q06d","Q07","Q09","f14610","f15656","f11100","exp_GE","Q_E1","Q_E2","Q_E3","Q_E4","f11100rec","f11700","f11301","f11302","f11303","f11304","f11305","f11306","f11307","f11308","f11309","f11310","f11311","f11312","f11400rec","f11400main6","Q1","Q2","f11600","f11605","Q3","Q9a_web","Q9a_paper","Q9b_web","Q9b_paper","Q9c_web","Q9c_paper","Q9d_web","Q9d_paper","Q4a_web","Q4a_paper","Q4b_web","Q4b_paper","Q4c_web","Q4c_paper","Q4d_web","Q4d_paper","Q4e_web","Q4e_paper","Q4f_web","Q4f_paper","Q4g_web","Q4g_paper","Q4h_web","Q4h_paper","Q4i_web","Q4i_paper","Q5","Q6","Q7","Q8","f11800rec","f11800main6","f11800ZH","f11800TI","f11800GE","f11900","f12010","f12021","f12022","f12023","f12030a","f12030b","f12030c","f12030d","f12030e","f12030f","f12030g","f12030h","f12030i","f12030j","f12030k","f12030l","f12030m","f12030o","f12025","f12301","f12301p","f12301pmain6","f12302","f12302p","f12302pmain6","f10200","f10200rec","f10250","f10300rec","f10300main6","Q14a","Q14b","f14400a","f14400b","f14400c","f14400d","f14400e","f14400f","f14400g","f14400h","f14400i","Q16a","Q16b","Q16c","Q16d","Q16e","f15130a","f15130b","f15130c","f15130d","f15130e","f15130f","f15130g","f15130h","f15130i","f15200","f13700","f14000","f14050","f14010rec","f14010main6","f14070","f13306","f13660a","f13660b","f13660c","f13660d","f13660e","f13660f","f13660g","f13660i","f13660j","f13660k","f13660l","f13660m","f13660n","f12500","f14079a","f14079b","f14079c","f14079d","f14079e","f14079f","f14079g","f14079h","f14081rec","f14081main6","f20211","f20212","f20213","f21000a","f21000b","f21000c","f21000d","f21000e","f21000f","f21000g","f21000h","f21010a","f21010b","f21010c","f21010d","f21010e","f21010f","f21010g","f12026","f21020","f21030","f13322","f12900rec","f12900main6","f12905rec","f12905main6","f15420","f15430","f15435","f15440","f15470","f15480","f15485","f15810","f15811","f15812","f15813","Q08","f15900","f15900rec","f16300","f16300rec","f16312","f16312rec","f16313","f16313rec","f20300","E11","f20500","f20700","f20710","f20221","f20210rec1","f20210rec2","f20210rec3","f20760","f20900","f21310","E6b_lev","f21400","f26100","f21500_f24900","f21500","f24900","f21550_f24950","f21550","f24950","ISCO08prof_r","ISCO08prof_r_pre","ISCO08prof_r_pst","f21700_f25100","f21700","f25100","f21750_f25150","f21750","f25150","f21800","class16_r","class8_r","class5_r","f21910","E6b_lev_partner","f22000_f22400","f22100_f22500","f22150_f22550","ISCO08prof_p","ISCO08prof_p_pre","ISCO08prof_p_pst","f22300_f22700","f22350_f22750","class16_p","class8_p","class5_p","f22910","E6b_lev_main_earner","f23000_f23400","f23100_f23500","f23150_f23550","ISCO08prof_me","ISCO08prof_me_pre","ISCO08prof_me_pst","f23300_f23700","f23350_f23750","class16_h","class8_h","class5_h","class16","class8","class5","f28910","f29100","f21200","canton_sample","bigregion_sample","lingreg_sample","birthcountry_sample","hhsize_sample","taxableincome","smt9","msize","foreigners","msvp","msp","mfdp","mgps","mcvp","mglp","mbdp","weight_d","weight_d_t","weight_d_p","weight_tot","weight_t_zh","weight_p_zh","weight_tot_zh","weight_t_ti","weight_p_ti","weight_tot_ti","weight_t_ge","weight_p_ge","weight_tot_ge"
231,1,0,10/31/2019 14:43:47,10/31/2019 15:13:53,30.0833333333333,1,,1,1964,55,5,2,15,2,2,3,4,4,4,2,64,7,70,7,5,8,40,1,2,4,2,2,2,1,1,3,4,1,2,2,2,1,2,2,1,3,3,3,4,4,,,,,,1,4,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,1,,,,1,,,,,,,,,,,,,,,,,,,,79,10,2,,,,1,1,15,40,1,4,5,1,1,1,9,,9,9,,,10,10,7,5,10,2,2,7,9,7,7,9,,,8,1,2,1,40,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,10,0,1,0,0,1,0,0,0,,,2,8207,8100,1,1,1,4,4,4,4,,6,9,8,6,8,8,10,2,2,2,3,10,2,,,4,5,4,4,2,3,4,2,4,1,4,4,4,0,1,1,5,0,4,1,2000,1,2,,,1,8100,,,7,,10,,1,,2,2,,,,,5222,5222,,1,1,,5,5,,3,15,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,15,8,4,15,1,2,"AR",5,"de",8100,2,72072.621,23,7,6.4380686,55.105973,,44.315992,,,,,0.643989688981962,0.40182706814496,0.816687159044186,0.509584256277671,1,1,1,1,1,1,1,1,1
232,2,0,,,,,191119,2,1964,55,5,2,22,3,2,3,4,4,4,2,17,4,50,6,64,7,30,5,4,4,2,4,4,4,2,4,4,4,2,5,5,3,4,2,2,3,2,3,4,4,,,,,,1,4,,,,,,,,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,6,,,,1,1,,,,,,,,,,,,,,,,,,,131,50,6,993,993,9,2,1,22,30,5,5,5,0,0,8,0,9,0,0,0,0,3,2,8,0,2,9,5,1,10,2,10,,10,,2,2,2,1,50,6,2,2,0,0,0,0,0,0,0,1,0,1,0,0,1,9,0,0,0,0,0,0,0,1,,,1,,,1,4,4,4,4,4,4,4,10,4,8,8,2,8,8,2,2,,4,,,,,4,2,1,2,1,2,3,1,5,1,5,1,3,1,,0,,0,2,0,1964,1,4,1,4,2,8100,,,7,,,,2,,,,,,,,,,,,,,3,3,,2,,,,,,1,,,,,,,6,,,,,,,,,,,,,,,,,,,,14,1,2,"VD",1,"fr",8100,4,67504.063,22,6,15.056901,27.565618,25.916292,16.960274,17.456846,1.2355167,4.0789785,0.28966659,2.61214952013098,1.62989004511825,1.88423455542144,1.17569653684878,1,1,1,1,1,1,1,1,1
233,2,0,,,,,221119,1,2001,18,1,2,11,3,4,2,2,1,2,3,,,,,,,,,2,2,1,4,1,3,1,1,1,1,4,1,2,3,2,2,1,1,3,3,2,1,,,,,,0,,2,1,1,2,2,2,1,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,3,3,6,0,4,4,2,2,2,2,2,,,,,,,,,,,,,,,5,3,2,2,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,,,1,,,1,2,2,3,4,3,3,3,9,9,9,7,1,6,7,1,2,2,3,,,,,2,3,3,2,2,4,2,1,2,1,3,2,3,1,,0,,0,,0,2001,4,4,2,0,1,8100,,,7,,8,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,10,2,2,"SO",2,"de",8100,4,57910.71,12,5,43.517072,20.674635,26.114263,15.498379,12.753241,10.615883,8.0328201,1.9145057,2.83363628040885,5.61725023787783,2.83363628040885,5.61725023787783,1,1,1,1,1,1,1,1,1
234,1,1,11/1/2019 09:33:00,11/1/2019 10:18:36,45.5833333333333,1,,2,1974,45,4,2,25,2,2,3,3,4,3,3,33,4,50,6,2,16,30,5,2,,3,2,,,2,,,,,,,,,,,1,3,4,3,,3,,,4,,1,5,,,,,,,,,,,,,,,2,2,,3,2,3,,3,,4,,3,,4,,4,,4,,4,,4,,1,,4,,1,,4,,1,4,4,3,50,6,,,7,1,1,,,,,,,,,,,,,,,,,,,169,50,6,171,30,5,3,0,,,,,,7,0,9,0,10,8,0,,0,,,,,,7,4,0,,1,1,9,,,3,2,2,1,50,6,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,1,,,1,,,1,,,,,,,,,,,,,,,2,2,,3,,,,,3,3,4,2,1,2,2,1,5,1,2,3,3,1,1,1,,0,2,0,1974,4,1,,,2,8100,,,7,,10,,2,,3,3,,,,,3212,3212,,2,2,,3,3,,,6,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3,2,4,2,1,"GE",1,"fr",,,86601.858,11,1,47.871845,12.61601,17.868143,15.125433,25.996981,5.405378,5.0114997,0.22442197,0.142744365078352,0.0890674970344977,0.10296648916898,0.0642474921071447,1,1,1,1,1,1,0.582254109,0.81939259,0.477094702411652
235,1,1,11/8/2019 12:21:51,11/8/2019 12:40:59,19.1166666666667,1,,2,1966,53,4,1,25,1,1,2,3,2,1,1,17,4,30,5,47,16,30,5,1,,4,4,,,2,,,,,,,,,,,3,2,4,4,,2,,4,,,1,2,,,,,,,,,,,,,,,3,2,,2,2,1,,3,,2,,3,,1,,2,,2,,2,,3,,2,,2,,3,,3,,1,4,2,1,30,5,,,6,2,1,,,,,,,,,,,,,,,,,,,169,50,6,171,30,5,1,1,25,30,5,,,2,3,10,0,9,2,2,,0,,,,,,8,7,2,9,2,7,7,,9,3,1,2,1,30,5,2,2,1,0,0,0,0,0,1,1,1,1,1,0,1,10,0,1,0,0,0,0,0,0,,,1,,,1,1,1,4,4,4,,,5,5,8,2,5,7,8,,2,2,1,10,2,30,5,4,2,2,2,2,3,2,2,4,1,2,2,3,1,1,1,1,1,4,1,1966,1,4,,1,2,8100,,,7,,13,2,1,,1,1,,,,,2642,2642,,3,3,,14,14,,1,13,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,13,7,1,15,1,2,"GE",1,"fr",,,122183.2,23,8,22.997947,13.610586,9.1277343,23.251418,26.951121,9.1277343,6.7782879,0.18903592,0.142744365078352,0.0890674970344977,0.135442691612405,0.0845115078757093,1,1,1,1,1,1,0.582254109,0.92664953,0.539545496445419
236,1,1,10/23/2019 19:36:31,10/23/2019 20:34:29,57.95,1,,2,1958,61,5,2,25,2,4,2,4,4,4,4,6,8,90,7,48,16,30,5,1,,2,4,,,1,,,,,,,,,,,1,2,3,3,,3,,,4,,1,4,,,,,,,,,,,,,,,2,2,,1,2,1,,4,,1,,3,,1,,2,,1,,2,,3,,2,,3,,3,,2,,1,4,3,2,90,7,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,25,40,1,,,0,0,0,9,8,7,0,,10,,,,,,9,7,0,,0,10,10,,10,9,3,1,,90,7,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,,,1,,,1,1,4,4,4,4,,,0,8,10,10,10,5,5,,,2,3,10,2,10,2,4,5,2,5,1,1,5,3,5,3,5,1,4,0,1,1,,0,4,1,1958,2,1,,,2,8100,,,1,5,6,,2,,1,1,,,,,4120,4120,,1,1,,8,8,,,11,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,11,6,4,5,2,1,"GE",1,"fr",,,69958.671,11,3,43.836864,17.430025,16.988334,12.45379,21.558884,7.7656152,3.6559604,0.53291084,0.142744365078352,0.0890674970344977,0.133578438071211,0.0833482787937015,1,1,1,1,1,1,0.582254109,1.30082143,0.757408622692756
237,1,1,10/21/2019 13:47:45,10/21/2019 14:26:37,38.8666666666667,1,,2,1969,50,4,2,25,3,2,4,4,4,3,4,19,13,,,2,16,,,2,,4,4,,,2,,,,,,,,,,,3,2,3,3,,3,,,2,,0,,2,2,1,2,2,1,2,2,2,2,2,2,,,3,,,,1,1,,1,,1,,3,,1,,3,,2,,2,,1,,3,,1,,4,,1,,1,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,,,,,,5,5,5,5,8,8,5,,1,,,,,,10,,0,,0,10,10,,,7,1,2,1,10,2,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,1,,,2,8100,8218,1,,,,,,,,10,0,0,8,0,3,3,2,,1,3,,,,,3,4,4,3,2,3,2,2,4,1,5,3,4,0,4,0,4,0,2,0,1969,1,5,,0,2,8218,,,2,7,5,,2,,3,3,,,,,1114,1114,,2,2,,6,6,,2,9,5,1,5,,1,4,8,7125,7125,,,5,3,2,3,,,,,,,,,,,,,,9,5,1,15,1,1,"GE",1,"fr",,,77366.338,11,3,35.225716,13.595782,17.162581,12.165567,23.908769,8.501187,5.0057529,0.43547283,0.142744365078352,0.282968856742758,0.142744365078352,0.282968856742758,1,1,1,1,1,1,1.796684786,1,1.796684786
238,1,0,10/30/2019 20:15:01,10/30/2019 20:53:42,38.6666666666667,1,,3,1951,68,6,2,21,2,1,2,2,4,4,4,92,12,,,19,13,,,2,3,4,2,3,2,3,2,1,1,2,3,2,1,1,2,1,3,2,3,3,3,,,,,,0,,2,2,2,2,2,1,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,21,,,1,1,6,,,,,,,,,,8,,,,6,,,,,,,,,5,2,1,,10,2,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,1,,,1,,,2,,,,,,,,,,,,,,5,2,,1,3,10,2,20,3,3,3,2,3,2,2,4,2,5,5,5,3,5,0,1,1,,0,4,1,1951,1,2,,,3,8100,,,2,2,6,,6,6,,,,,,,,,,,,,,,,2,,,,6,,1,3,,3351,,3351,2,7,10,5,2,,,,,,,,,,,,,,10,5,2,5,2,2,"TI",7,"it",8100,2,66454.125,12,3,25.511337,9.8700518,18.094231,24.317849,12.430644,16.956535,0.71041142,,0.340904815527355,0.675791621300965,0.340904815527355,0.675791621300965,1,1,1,1.535272962,1,1.535272962,1,1,1
239,1,1,10/31/2019 17:52:05,10/31/2019 18:13:33,21.45,1,,2,1991,28,2,2,25,2,4,3,4,2,2,3,,,,,,,,,3,,2,2,,,1,,,,,,,,,,,2,2,3,3,,4,,,,1,0,,2,2,2,1,2,2,2,2,1,2,2,2,30,5,4,,,,1,3,,2,,4,,3,,2,,3,,2,,3,,2,,3,,2,,3,,2,,1,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,,,,,,10,10,10,10,10,10,10,,10,,,,,,,,,,,,,,,1,2,2,2,,,,3,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,,,2,8304,8100,1,1,3,2,4,2,3,,7,4,7,2,5,5,6,,2,2,3,,,,,4,4,2,1,1,5,3,2,5,4,5,3,5,0,,0,,0,3,0,1991,4,2,2,1,2,8100,,,4,6,4,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,2330,2330,,2,6,13,7,1,13,7,1,7,2,1,"GE",1,"fr",,,82240.128,11,3,37.296286,10.887089,14.669843,14.730824,28.699381,7.7713197,5.2120057,0.47641734,0.142744365078352,0.282968856742758,0.142744365078352,0.282968856742758,1,1,1,1,1,1,1.796684786,1,1.796684786
240,1,0,10/21/2019 11:21:52,10/21/2019 11:39:29,17.6,1,,1,1984,35,3,1,2,2,4,2,4,4,4,2,8,5,40,1,33,4,50,6,2,1,1,4,2,4,1,1,1,1,3,2,2,1,2,1,1,2,3,3,3,4,,,,,,1,1,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,6,,,,2,2,1,2,1,0,0,1,0,,0,0,,,,0,0,0,0,1,20,40,1,17,10,2,1,1,2,,,5,3,0,0,10,10,,10,0,,,9,8,0,0,6,5,2,0,10,4,3,7,,,4,3,2,1,50,6,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,,,1,,,1,1,1,4,4,4,,,0,5,2,2,2,9,5,,2,1,2,,,,,4,5,3,5,1,1,5,1,5,1,5,1,,0,1,1,,0,4,1,2010,1,3,,1,1,8100,,,1,6,13,2,1,,3,3,,,,,,,,1,1,,3,3,,2,,,,13,3,1,3,,,,,1,3,,,,,,,,,,,,,,,,,,,,,2,1,"BE",2,"de",8100,2,65360.731,23,6,6.3820795,42.064039,11.901478,7.9704434,8.137931,0.69950739,6.1083744,11.517241,1.93056115734379,1.20460271802849,1.39258109690412,0.868921954647552,1,1,1,1,1,1,1,1,1
242,1,0,10/21/2019 12:57:31,10/21/2019 13:19:53,22.35,1,,1,1990,29,2,2,3,3,4,3,3,3,3,4,17,4,50,6,64,7,30,5,2,3,2,4,3,5,1,2,4,1,2,4,5,3,4,1,2,2,3,3,3,4,,,,,,1,3,,,,,,,,,,,,,,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,6,,,,2,2,2,2,1,0,1,1,0,,0,,,,,0,,,0,3,30,350,7,24,50,6,2,1,3,30,5,5,4,1,1,9,0,10,5,1,,,2,4,8,1,9,8,7,0,,3,7,7,,,2,2,2,1,50,6,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,,,1,,,2,1,3,4,3,2,,,9,2,7,6,1,9,10,2,2,2,3,,,,,4,5,3,1,1,2,2,1,1,1,4,1,,0,1,1,3,0,2,0,2014,4,1,,,1,8100,,,7,,12,1,1,,3,3,,,,,3111,3111,,1,1,,4,4,,,6,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3,2,5,1,1,"LU",6,"de",8100,1,71459.108,12,2,24.193608,14.976281,25.023719,12.940539,20.765948,14.137117,10.515759,,2.28985004689936,1.42878643335381,1.65174870421844,1.03063348759133,1,1,1,1,1,1,1,1,1
243,1,0,10/23/2019 09:51:36,10/23/2019 10:21:46,30.15,1,,1,1950,69,6,2,15,2,2,1,3,3,3,3,17,4,,,2,16,60,4,2,3,3,2,3,2,2,2,2,2,2,3,3,3,2,3,2,2,2,4,,4,,,,,,1,2,,,,,,,,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,1,,,,2,,,,,,,,,,,,,,,,,,,,79,10,2,,,,1,1,15,40,1,3,,6,7,5,5,7,7,5,,,8,5,7,5,,6,3,2,4,4,4,5,,,6,2,2,2,,,,2,0,0,0,0,0,0,0,1,0,1,0,0,1,7,0,0,0,0,0,0,0,1,,,1,,,2,1,2,4,4,4,,,0,3,3,5,1,1,0,,2,1,3,,,,,4,4,4,1,2,2,3,2,2,1,2,2,3,1,1,1,3,0,4,1,1975,1,2,,,1,8100,,,1,4,5,,7,7,,,,,,,,,,,,,,,,2,,,,5,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,1,"AR",5,"de",8100,2,68044.799,23,7,6.993007,67.753002,,29.674099,,,,,0.643989688981962,0.40182706814496,0.816687159044186,0.509584256277671,1,1,1,1,1,1,1,1,1
244,1,0,10/22/2019 08:49:55,10/22/2019 09:35:45,45.8333333333333,1,,1,1955,64,5,2,2,1,1,2,4,3,2,1,27,12,404,7,47,16,404,7,1,4,4,2,4,3,2,3,4,1,3,3,2,2,2,1,2,3,2,3,3,4,,,,,,1,2,,,,,,,,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,4,,,,2,1,,,,,,,,,,,,,,,,,,,22,30,5,10,60,4,1,1,2,30,5,4,4,5,7,8,0,7,10,5,,,8,8,10,7,8,7,6,2,10,1,5,7,,,4,2,1,,60,4,2,3,1,0,0,0,0,0,0,1,0,0,0,0,1,7,0,1,0,0,1,0,0,0,,,1,,,1,1,2,4,4,4,,,8,6,8,6,9,6,8,,2,2,2,110,7,,,4,3,3,4,2,2,3,2,3,3,4,1,3,1,1,1,2,0,4,1,2005,4,1,,,1,8100,,,1,6,10,,7,2,3,,3,,,,3221,,3221,2,,2,3,,3,,14,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,14,7,2,3,2,2,"BE",2,"de",8100,1,52620.67,32,8,3.4375,52.965384,5.7855241,3.3769063,8.0488986,0.30259017,3.3042847,12.745098,1.93056115734379,1.20460271802849,1.67884884250762,1.04754302714044,1,1,1,1,1,1,1,1,1
245,2,0,,,,,191119,1,1978,41,3,1,17,2,2,2,2,4,2,2,44,5,70,7,17,4,60,4,2,4,3,2,4,2,4,3,4,1,2,3,2,2,2,2,2,3,2,3,3,4,,,,,,1,3,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2,,,,2,1,,,,,,,,,,,,,,,,,,,85,30,5,993,993,9,2,1,17,,,4,3,8,3,7,7,5,6,5,0,0,8,6,7,7,7,6,4,1,10,3,3,8,10,,6,2,2,1,10,2,3,3,0,0,1,0,0,0,0,1,0,1,0,0,0,3,1,0,0,0,0,0,0,0,,,2,8207,8100,1,1,1,4,4,4,4,4,2,5,7,2,2,6,6,,2,2,3,10,2,10,2,3,4,4,3,2,2,2,2,2,3,4,4,3,1,1,1,3,0,4,1,1978,1,4,1,2,1,8100,,,1,6,10,,1,,3,3,,,,,7120,7120,,1,1,,5,5,,1,7,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,4,4,10,2,2,"SG",5,"de",8100,4,66192.492,12,4,20.035217,33.385801,11.640614,13.694095,7.1898972,23.181719,7.4992763,0.69836445,2.61175045427014,1.62964104196245,2.62322889380012,1.63680318722987,1,1,1,1,1,1,1,1,1
246,2,1,,,,,191119,2,1944,75,7,1,25,2,4,4,2,4,4,2,17,4,50,6,39,4,50,6,3,,2,3,,,1,,,,,,,,,,,2,2,4,4,,1,4,,,,1,1,,,,,,,,,,,,,,,2,2,,1,2,,1,,5,,1,,3,,5,,5,,5,,5,,5,,1,,5,,5,,5,,,,,30,5,,,6,1,2,1,,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,2,169,50,6,171,30,5,,,,,,,,0,4,10,0,10,0,0,0,2,,,,,,10,,0,,0,10,,,8,3,2,2,1,404,7,2,2,0,1,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0,1,,,1,,,1,2,1,4,4,4,4,4,0,2,5,0,0,0,4,2,,1,3,130,7,,,4,3,3,4,1,2,4,2,4,2,5,2,,0,,0,4,0,4,1,1944,1,2,1,,2,8100,,,1,6,5,,7,1,,,,,,,7200,,7200,,,,1,,1,1,7,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,4,4,7,2,1,"GE",1,"fr",,,75247.247,11,4,36.273993,14.998725,16.704922,12.833461,23.093599,7.1512369,4.7742923,0.35960214,0.142744365078352,0.0890674970344977,0.135442691612405,0.0845115078757093,1,1,1,1,1,1,0.582254109,0.92664953,0.539545496445419
247,1,0,10/22/2019 09:46:28,10/22/2019 10:41:17,54.8,1,,1,1953,66,6,1,1,1,1,2,1,4,3,2,17,4,50,6,13,13,30,5,1,5,4,3,3,5,3,3,5,2,2,4,4,3,4,1,2,3,2,3,3,4,,,,,,1,3,,,,,,,,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,5,5,,,1,2,1,1,1,0,0,,0,1,0,0,,,,0,0,0,0,3,3,30,5,8,50,6,1,1,1,30,5,5,5,0,0,10,0,7,10,0,,,5,9,10,3,10,2,5,10,0,10,5,4,,,1,2,1,,30,5,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,10,0,0,0,0,0,0,0,1,,,2,8218,8100,1,1,1,,,,,,6,6,6,6,7,7,6,2,2,2,1,30,5,30,5,3,3,2,1,2,2,1,1,5,1,5,1,3,1,1,1,2,0,4,1,1986,1,3,,0,1,8100,,,1,6,11,,7,2,3,,3,,,,2635,,2635,3,,3,3,,3,1,14,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,14,7,2,4,1,1,"ZH",4,"de",8100,3,66764.984,13,4,24.478397,30.085167,13.353642,9.7862934,12.584633,10.00548,10.567377,1.7395585,1.11877245644945,0.698074928508691,1.06154490035499,0.662366932750421,0.581216356,0.982437956,0.571009008782408,1,1,1,1,1,1
248,1,0,10/23/2019 21:01:20,10/23/2019 21:33:30,32.15,1,,1,1971,48,4,1,16,1,2,2,4,4,4,1,96,17,20,3,,,,,1,4,2,4,4,4,2,4,4,2,2,3,2,2,2,1,2,3,2,3,4,4,,,,,,1,3,,,,,,,,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,3,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,16,20,3,4,3,5,10,0,5,0,0,5,,,8,8,7,7,2,8,6,1,10,2,5,5,,,7,2,2,1,20,3,3,3,0,0,0,0,0,0,0,0,0,1,0,0,1,10,0,1,0,0,0,0,0,0,,,1,,,1,1,2,4,4,4,,,10,2,8,8,2,8,8,2,2,1,2,20,3,20,3,3,5,3,4,3,3,4,2,2,3,2,2,3,1,1,1,1,1,4,1,1973,4,2,2,0,1,8100,,,2,3,10,,1,,4,4,,1,1,,6130,6130,,,,,12,12,,,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,2,1,2,"AI",5,"de",8100,2,77912.121,32,6,5.3179825,27.785614,7.5458392,,,63.610719,,,0.217197105434409,0.135523406010193,0.274753827309738,0.17143678971632,1,1,1,1,1,1,1,1,1
249,1,1,10/22/2019 11:36:44,10/22/2019 12:26:28,49.7333333333333,1,,2,1997,22,1,2,25,2,1,4,2,4,1,4,17,4,50,6,49,10,30,5,4,,3,3,,,2,,,,,,,,,,,2,2,4,2,,1,3,,,,0,,2,2,2,2,2,1,2,2,2,2,2,2,50,6,1,,,,1,1,,3,,1,,4,,3,,2,,2,,2,,1,,2,,1,,4,,2,,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,,,,,,3,3,9,0,9,3,2,,0,,,,,,3,2,1,,1,3,5,,,2,2,1,,50,6,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,,,2,8534,8534,3,3,2,2,2,2,3,,8,1,8,2,3,0,3,,2,1,3,,,,,3,4,2,3,3,4,4,1,4,1,2,2,,0,1,1,,0,4,1,2008,4,4,2,0,5,8534,,,7,,5,,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,"GE",1,"fr",,,69958.671,11,3,43.836864,17.430025,16.988334,12.45379,21.558884,7.7656152,3.6559604,0.53291084,0.142744365078352,0.282968856742758,0.142744365078352,0.282968856742758,1,1,1,1,1,1,1.796684786,1,1.796684786
250,1,1,11/2/2019 17:52:38,11/2/2019 18:26:43,34.0666666666667,1,,2,1964,55,5,2,25,2,3,4,4,4,3,2,33,4,50,6,17,4,50,6,1,,4,4,,,4,,,,,,,,,,,3,3,4,4,,4,,,,4,1,3,,,,,,,,,,,,,,,2,2,,1,2,3,,3,,4,,3,,2,,2,,2,,2,,3,,2,,3,,2,,3,,1,3,3,3,50,6,,,7,1,1,,,,,,,,,,,,,,,,,,,169,50,6,993,993,9,1,1,25,50,6,,,0,0,3,0,10,8,0,,0,,,,,,10,8,4,9,4,7,9,,9,5,3,2,1,50,6,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0,1,0,0,0,,,2,8236,8236,2,2,1,2,2,2,2,,8,6,6,2,2,7,5,2,2,1,2,30,5,,,2,2,2,2,1,2,3,1,5,1,1,2,5,0,1,1,2,0,4,1,1990,1,5,,0,2,8236,,,7,,13,2,6,6,,,,,,,,,,,,,,,,2,,,,13,2,1,1,,3310,3310,,1,8,10,5,2,,,,,,,,,,,,,,10,5,2,13,1,2,"GE",1,"fr",,,86601.858,11,1,47.871845,12.61601,17.868143,15.125433,25.996981,5.405378,5.0114997,0.22442197,0.142744365078352,0.0890674970344977,0.10296648916898,0.0642474921071447,1,1,1,1,1,1,0.582254109,0.81939259,0.477094702411652
