userid;langint;imode;indate_paper;language_paper;intstart;intend;Finished;Completion_Rate;totaltime;UserLanguage;sex;birthyear;age;agecat;f10000;f10100;f12700c;f12700rec;f12720rec;f12720main6;f12730c;f12730rec;f12740rec;f12740main6;Q03;Q04a;Q04b;Q04c;Q04d;Q05a;Q05b;Q05c;Q06;f12800a;f12800b;f12800c;f12800g;f12800j;f12800l;f12800m;Q08a;Q08b;f14610;f14620;f15656;f13306;f13660a;f13660b;f13660c;f13660d;f13660e;f13660f;f13660g;f13660i;f13660j;f13660k;f13660l;f13660m;f13660n;Q02a;Q02b;Q02c;Q02d;Q02e;Q02f;Q02g;f11100;f11100rec;f11700;f11301;f11302;f11303;f11304;f11305;f11306;f11307;f11308;f11309;f11310;f11311;f11312;f11400rec;f11400main6;f11600;f11605;f11800rec;f11800main6;f11800ZH;f11800TI;f11800GE;f11805;f11810rec;f11810rec_other;f11900;f12010;f12020a;f12020b;f12020c;f12025;f12030a;f12030b;f12030c;f12030d;f12030e;f12030f;f12030h;f12030i;f12030j;f12030k;f12030l;f12030m;f12030n;f12030o;f12301;f12301p;f12301pmain6;f12302;f12302p;f12302pmain6;f13741;f13742;Q12;Q13;f10200;f10200rec;f10250;f10300rec;f10300main7_combined;Q15;f15130a;f15130c;f15130d;f15130e;f15130f;f15130h;f15130i;f15130j;f15200;f13700;f14000;f14050;f14010rec;f14010main6;f14070;Q24;Q25a;Q25b;Q26b;Q27a;Q27b;Q27c;f12500;n13_030a1;n13_030a2;n13_030a3;n13_030a4;n13_030b1;n13_030b2;n13_030b3;n13_030b4;n13_030c1;n13_030c2;n13_030c3;n13_030c4;n13_030d1;n13_030d2;n13_030d3;n13_030d4;n13_030e1;n13_030e2;n13_030e3;n13_030e4;n13_030f1;n13_030f2;n13_030f3;n13_030f4;n13_030g1;n13_030g2;n13_030g3;n13_030g4;f14081rec;f14081main6;f14400a;f14400c;f14400d;f14400e;f14400f;f14400h;f14400i;f14400j;f12026;f13322;f12900rec;f12900main7_combined;f12905rec;f12905main7_combined;f15420;f15430;f15435;f15440;f15470;f15480;f15485;f15811;f15815;f15816;f15817;f15900;f15900rec;f16300;f16300rec;f16312;f16312rec;f16313;f16313rec;f16314;f16314rec;f20300;E11;f20500;f20700;f20710;f20221;f20221_det;f20210rec1;f20210rec2;f20210rec3;f20212;f20213;f20760;f20900;f21310;E6b_lev;f21400;f26100;f21500_f24900;f21500;f24900;f21550_f24950;f21550;f24950;ISCO08prof_r_2dig;ISCO08prof_r_pre_2dig;ISCO08prof_r_pst_2dig;f21700_f25100;f21700;f25100;f21750_f25150;f21750;f25150;f21800;f21910;E6b_lev_partner;f22000_f22400;f22100_f22500;f22150_f22550;ISCO08prof_p_2dig;ISCO08prof_p_pre_2dig;ISCO08prof_p_pst_2dig;f22300_f22700;f22350_f22750;f22910;E6b_lev_main_earner;f23000_f23400;f23100_f23500;f23150_f23550;ISCO08prof_me_2dig;ISCO08prof_me_pre_2dig;ISCO08prof_me_pst_2dig;f23300_f23700;f23350_f23750;f28910;f29100;f21200;class16_r;class8_r;class5_r;class16_p;class8_p;class5_p;class16_h;class8_h;class5_h;class16;class8;class5;birthcountry_sample;hhsize_sample;lingreg_sample;canton_sample;bigregion_sample;smt3;smt9;msize;weight_d;weight_d_t;weight_d_p;weight_tot;weight_t_zh;weight_p_zh;weight_tot_zh;weight_t_ti;weight_p_ti;weight_tot_ti;weight_t_ge;weight_p_ge;weight_tot_ge
2670;1;1; ; ;10/30/2023 19:32:28;10/30/2023 19:58:10;1;2;25,6833333333333;DE;1;1973;50;4;14;4;17;4;50;50;13;13;30;30;4;5;2;1;1;1;2;2;9;3;3;2;4;4;3;1;3;4;2;2;3;3;0;0;0;0;0;0;1;1;0;1;1;0;1;5;0;0;5;0;0; ;4;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;30;30; ; ; ; ; ;                                 -999,00; ;2;2;1;1;2;0;0; ;0;1;0; ; ;0;0;0;0;0;0;84;30;30;80;50;50;3; ;3;1;5;1;14;30;30;4;8;2;10;1;5; ; ;6;4;3;0;0; ; ; ;2;5;5;3;1;2;2;10;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0; ; ;2;9;0;9;6; ; ;4;98;4;504;-99;30;30;5;3;2;1;1;2;1;2;4;2;3;3;1;1;1;98;0;4;1;1;1;2000;3;1; ; ;1;33;8100;8218; ;8100;8218;2;1;10; ;10;1;2; ;2; ; ; ;24; ;24;1; ;1;8; ;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;15;1;1;9;5;1; ; ; ; ; ; ;9;5;1;8100;1;de;SH;5;1;12;3;,528720592117611;,369306982223678;,458184039402339;,32003778066789;1;1;1;1;1;1;1;1;1
2671;1;1; ; ;11/3/2023 15:53:11;11/3/2023 16:19:53;1;2;26,6833333333333;DE;2;2003;20;1;6;2;6;8;40;40;61;4;998;998;2;5;4;2;3;3;2;4;9;3;3;3;3;3;3;2;2;2;2;3;3;3;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0; ;3;0; ;1;1;2;2;2;1;2;2;2;2;2;2;998;998; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;4;1; ;3; ; ; ;4;2;1;10;1;1; ; ;5;8;3;0;1;40;40;1;3;5;5;98;2;3;3;7;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99; ; ;6;2;9;0;0; ; ;9;98;2;40;40;998;998;4;4;3;2;4;1;5;2;3;3;3;3;1;98;0;98;0;4;1;1;1;2003;4;3;0;0;1;33;8100; ; ;8100;8100;2;2;5; ;1; ;3;3; ; ; ; ;53;53; ;1;1; ;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;12;1;1;15;8;4; ; ; ; ; ; ;15;8;4;8100;3;de;OW;6;1;13;4;,228058825844091;,366393700722354;,228058825844091;,366393700722354;1;1;1;1;1;1;1;1;1
2672;3;1; ; ;10/24/2023 13:08:04;10/24/2023 13:40:26;1;2;32,3666666666667;IT;1;1975;48;4;21;2;85;2;80;350;6;8;40;40;4;5;4;2;2;2;3;5;7;3;3;2;3;3;2;1;3;3;1;3;2;3;1;0;0;0;0;0;1;0;1;1;1;0;0;1;1;0;0;1;0; ;4;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;3;80;350; ;80; ;In linea con il mio pensiero; ;                                 -999,00;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;997;997;-99; ; ; ;3; ;2;1;4;1;21;80;350;5;3;10;2;5;5;5; ;5;5;3;0;1;80;350;2;2;5;5;3;2;3;2;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ;5;2;1;6;5;10; ;5;98;2;501;-99;501;-99;4;5;3;4;3;2;2;2;4;3;1;4;0;1;1;4;0;4;1;6;0;1996;1;5; ;0;3;73;8248; ; ;8248;8248;6;2;5; ;1; ;2;2; ; ; ; ;81;81; ;1;1; ;1;1; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;15;2;2;8;4;5; ; ; ; ; ; ;8;4;5;8248;5;it;TI;7;2;31;5;,303860286532778;,212243909372987;,302282996495814;,211142185263265;1;1;1;,749547555;2,500714286;1,87440427882487;1;1;1
2673;2;1; ; ;10/30/2023 11:24:35;10/30/2023 11:49:35;1;2;24,9833333333333;FR;2;1952;71;6;22;3;17;4;60;60;13;13;998;998;3;4;3;2;3;3;3;3;7;3;3;2;3;3;2;1;3;3;2;3;3;2;0;1;0;0;0;0;0;1;0;1;0;0;1;2;0;-99;3;0;0; ;4;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;3;10;10; ; ; ; ;3; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;126;10;10;134;30;30;3; ;3;5;5;1;22;10;10;2;8;2;5;1;4; ; ;5;6;3;0;1;10;10;2;2;5;5;3;4;4;98;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0; ; ;8;4;2;2;2; ; ;2;2;2;10;10;10;10;3;2;4;2;3;2;2;2;3;3;3;98;0;98;0;98;0;98;0;98;0;1952;1;2; ; ;2;48;8100; ; ;8100;8100;-99; ;5; ;7;4;4; ;4;4; ;4;61; ;61; ; ; ;12; ;12;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;20;1;2;3;2;3; ; ; ; ; ; ;3;2;3;8100;2;fr;VD;1;2;22;7;1,9620866084225;1,37050134801033;1,89259705661365;1,32196346797086;1;1;1;1;1;1;1;1;1
2674;1;1; ; ;10/29/2023 15:57:23;10/29/2023 16:28:41;1;2;31,3;DE;1;1967;56;5;15;4;6;8;40;40;60;16;40;40;1;1;3;2;5;2;2;5;9;4;4;3;3;3;3;3;1;1;1;2;1;4;1;0;0;0;1;1;0;1;0;1;0;0;1;98;98;98;98;98;98; ;4;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;3;40;40; ; ; ; ;6; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;350;350;350; ; ; ;4; ;3;1;5;1;15;40;40;5;5;0;10;0;0; ; ;3;10;3;1; ;40;40;3;3;2;1;1;1;1;1;10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;40;40;0;0;10;0;0; ; ;0;1;3;40;40;40;40;1;5;5;4;5;3;5;1;1;1;1;5;0;1;1;98;0;4;1;1;1;1985;1;2; ; ;1;33;8100; ; ;8100;8100;1;2;5; ;1; ;3;3; ; ; ; ;93;93; ;2;2; ;10;10; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;2;2;8;4;5; ; ; ; ; ; ;8;4;5;8100;2;de;AR;5;2;22;7;,353206520035657;,246711847355247;,388690519364471;,271497128853108;1;1;1;1;1;1;1;1;1
2675;1;1; ; ;11/4/2023 17:42:40;11/4/2023 18:07:37;1;2;24,95;DE;1;1968;55;5;20;3;6;8;21;21;69;9;10;10;4;5;2;5;3;2;2;2;9;3;4;2;2;3;3;1;3;3;2;3;2;3;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;1;1;0;0; ;4;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;21;21; ; ; ; ;1; ;2;2;1;1;1;1;1; ;0;0;0;0; ; ;0;1;0;0;0;0;110;21;21;114;10;10;2; ;4;1;5;1;20;110;350;4;5;1;9;3;5; ; ;5;5;3;0;1;21;21;1;3;5;5;4;2;2;3;10;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ;8;3;2;5;7; ; ;10;2;2;110;350;110;350;3;2;4;2;2;3;2;3;3;3;3;2;0;1;1;1;1;4;1;3;0;1968;1;3; ;1;1;33;8100; ; ;8100;8100;1;3;12;1;1; ;1;1; ; ; ; ;21;21; ;1;1; ;5;5; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;1;2;5;3;1; ; ; ; ; ; ;5;3;1;8100;3;de;TG;5;1;13;6;1,61531901208997;1,12828703586937;1,51746833770116;1,05993914511984;1;1;1;1;1;1;1;1;1
2676;1;1; ; ;10/30/2023 21:06:05;10/30/2023 21:48:01;1;2;41,9166666666667;DE;2;1961;62;5;16;2;13;13;40;40;6;8;40;40;4;5;2;2;3;1;2;4;7;3;3;3;3;3;2;2;3;2;2;2;3;2;0;0;0;0;0;1;0;1;1;1;1;0;1;5;5;4;4;0;0; ;2;0; ;2;2;2;2;2;2;2;2;1;2;2;1;998;998; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;1;5;1;16;20;21;5;8;2;10;1;1; ; ;8;7;3;0;0; ; ; ;2;5;5;2;4;4;3;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0; ; ;7;2;7;2;2; ; ;7;98;3;40;40;501;-99;3;4;4;3;3;2;4;2;2;2;2;3;1;1;1;4;0;4;1;1;1;1961;1;2; ; ;1;33;8100; ; ;8100;8100;2;5;4; ;2; ;3;3; ; ; ; ;52;52; ;1;1; ;2;2; ;2;5; ;1;3; ;74;74; ;1;5; ; ; ; ; ; ; ; ; ; ;8;2;2;15;8;4;7;4;4; ; ; ;15;8;4;8100;2;de;AI;5;1;13;5;,101251965651625;,162668917825057;,101251965651625;,162668917825057;1;1;1;1;1;1;1;1;1
2677;3;1; ; ;11/7/2023 11:14:32;11/7/2023 11:45:45;1;2;31,2;IT;2;1938;85;7;21;4;21;9;10;10;8;5;10;10;5;5;3;3;3;3;3;2;8;3;3;3;3;3;3;3;3;2;2;3;2;3;0;0;0;0;0;0;0;1;0;1;0;0;0;1;2;2;1;0;0; ;3;0; ;2;2;2;2;2;2;1;2;2;2;2;2;10;10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;3;3;3;0; ; ; ;3;6;2;6;2;2;8; ;5;6;3;0;1;10;10;3;2;5;5;3;2;3;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ;6;0;0;0;0;0; ;0;98;2;10;10;10;10;4;5;5;5;3;2;4;1;1;2;2;98;0;98;0;98;0;2;0;98;0;1971;2;1; ; ;3;73;8207; ; ;8207;8100;1;1;7; ;7;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;2;1; ; ; ; ; ; ; ; ; ; ; ; ;8230;1;it;TI;7;2;22;6;,303860286532778;,488174463203674;,303860286532778;,488174463203674;1;1;1;1,445131866;1;1,445131866;1;1;1
2678;1;1; ; ;11/12/2023 8:57:14;11/12/2023 9:17:08;1;2;19,8833333333333;DE;2;1987;36;3;1;3;80;12;140;350;102;2;140;350;4;2;5;4;1;1;4;2;6;2;2;2;2;4;2;1;3;3;4;2;3;3;0;0;1;0;0;0;1;1;1;1;1;0;1;2;0;0;3;0;2; ;4;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;2;50;50;50; ; ;Wählbarer als AL; ;                                 -999,00;1;2;1;1;1;3;0;0;1;0; ;1; ; ;0;0;0;1;1;0;4;50;50;2;30;30;2; ;2;4;5;1;1;30;30;2;8;4;10;3;7; ; ;7;2;2;0;1;140;350;2;2;4;4;1;2;1;3;10;1;1;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0; ; ;0;2;0;10;5; ; ;-99;2;3;110;350;110;350;5;2;1;1;1;1;1;3;4;4;4;3;1;1;1;2;0;4;1;1;1;1987;1;4; ;2;1;33;8100;8207; ;8207;8100;1;2;13;2;2; ;2;2; ; ; ; ;22;22; ;2;2; ;3;3; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;13;2;1;13;7;1; ; ; ; ; ; ;13;7;1;8100;4;de;ZH;4;1;12;1;1,58514417003766;1,10721015703479;2,01637916807293;1,40842425409838;,669342457;1,85625;1,24246693580625;1;1;1;1;1;1
2679;1;1; ; ;10/26/2023 20:40:12;10/26/2023 22:26:41;1;2;106,466666666667;DE;2;1958;65;6;19;4;6;8;40;40;17;4;10;10;4;5;3;4;2;2;1;2;9;2;2;2;3;3;2;1;3;3;2;3;2;4;0;0;0;0;0;0;0;1;0;1;0;0;1;1;1;0;5;0;0; ;4;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;3;10;10; ; ; ;wirtschaftsfreundliche Partei; ;                                 -999,00;2;2;1;2;1;1; ;1;0;1;0;0; ; ;0;0;0;0;0;0;100;10;10;101;40;40;3; ;2;1;5;1;19;10;10;5;7;0;98;0;2; ; ;4;8;3;0;1;10;10;1;2;3;5;3;4;2;3;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ;10;0;9;0;1; ; ;1;2;3;998;998;998;998;1;5;5;2;2;3;2;4;2;1;2;3;1;1;1;2;0;4;1;1;1;1958;3;1; ; ;1;33;8100; ; ;8100;8100;2;2;10; ;7;2;3; ;3; ; ; ;33; ;33;1; ;1;4; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;1;2;10;5;2; ; ; ; ; ; ;10;5;2;8100;1;de;AG;3;1;12;5;1,76652879708526;1,23390582623205;1,7039651498742;1,19020563355395;1;1;1;1;1;1;1;1;1
2680;1;1; ; ;10/23/2023 14:23:25;10/23/2023 14:47:18;1;2;23,8833333333333;DE;-99;1967;56;5;17;3;6;8;40;40;61;4;40;40;4;5;4;4;5;4;3;4;9;3;2;2;2;2;2;1;3;3;1;3;1;3;1;0;0;0;0;1;0;1;0;1;1;0;1;4;1;0;7;0;0; ;4;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;2;40;40; ; ; ; ;1; ;2;2;1;2;1;1;0;1;0; ;0;0; ; ;0;0;0;0;0;0;89;40;40;95;21;21;4; ;4;1;5;1;17;40;40;5;6;0;10;0;1; ; ;5;8;3;1; ;40;40;2;1;3;3;2;2;2;3;10;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ;8;2;10;1;1; ; ;6;98;2;10;10;501;-99;3;4;4;4;3;2;4;1;3;2;2;3;1;1;1;98;0;4;1;1;1;1967;3;3;0;0;1;33;8100; ; ;8100;8100;2;2;5; ;1; ;2;2; ; ; ; ;12;12; ;1;1; ;5;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;14;1;1;9;5;1; ; ; ; ; ; ;9;5;1;8100;3;de;SG;5;2;21;5;1,81208035485414;1,2657232144443;1,99412642265863;1,3928808945666;1;1;1;1;1;1;1;1;1
2681;1;1; ; ;11/5/2023 18:35:55;11/5/2023 19:03:52;1;2;27,9333333333333;DE;2;1985;38;3;9;2;2;16;998;998;19;13;998;998;4;5;3;2;2;2;4;4;8;3;3;3;3;4;3;1;3;3;4;3;2;2;1;0;0;0;0;0;1;0;0;1;1;0;1;0;0;0;1;1;0; ;4;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;4;21;21; ; ; ;Parteiprogramme; ;                                 -999,00;3;2;1;2;1;2;0; ;0;0;0;1; ; ;0;0;0;0;0;0;53;21;21;54;10;10;3; ;2;1;5;1;9;998;998;3;6;1;10;0;2; ; ;7;3;3;0;1;10;10;1;3;5;5;3;2;3;3;8;0;0;0;0;-99;-99;-99;-99;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ;10;6;0;4;7; ; ;10;2;2;998;998;998;998;4;4;2;4;2;2;2;2;3;4;3;3;1;1;1;98;0;4;1;98;0;2016;1;3; ;1;5;38;8100; ; ;8100;8100;8; ;12;1;2; ;2;2; ; ; ; ;30;30; ;1;1; ;9;9; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;13;1;1;10;5;2; ; ; ; ; ; ;10;5;2;8100;3;de;ZG;6;1;12;3;,814663002988221;,569035402910758;,765313417150763;,534565123350385;1;1;1;1;1;1;1;1;1
2682;1;1; ; ;11/21/2023 8:33:39;11/21/2023 10:25:39;1;2;111,983333333333;DE;1;1979;44;3;2;3;6;8;40;40;33;4;60;60;4;4;4;4;3;2;3;2;8;3;3;2;2;2;3;2;3;3;2;2;2;3;0;0;0;0;0;0;1;1;1;1;1;0;1;5;2;5;5;5;1; ;4;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;3;40;40; ; ; ; ;1; ;3;2;1;1;1;1;0;1;0; ;0;0; ; ;0;0;0;0;0;0;26;40;40;17;21;21;3; ;3;1;4;1;2;40;40;4;7;2;8;3;5; ; ;6;7;3;1; ;40;40;2;2;5;5;3;2;3;3;7;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ;8;1;9;1;7; ; ;8;98;2;40;40;503;-99;3;5;3;4;3;4;4;3;2;3;3;3;1;1;1;98;0;4;1;1;1;1979;1;3; ;1;5;28;8100; ; ;8100;8100;1;2;11;1;1; ;1;1; ; ; ; ;11;11; ;1;1; ;1;1; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;13;2;2;9;5;1; ; ; ; ; ; ;9;5;1;8100;3;de;BE;2;1;12;4;1,54525443822061;1,07934750765307;1,70049451545115;1,18778142397277;1;1;1;1;1;1;1;1;1
2683;3;1; ; ;11/5/2023 19:06:47;11/5/2023 19:47:14;1;2;40,4333333333333;IT;2;1991;32;2;21;2;6;8;998;998;30;16;998;998;4;4;4;2;2;2;4;2;7;3;3;3;3;4;1;1;3;4;2;3;2;1;1;0;0;1;0;1;0;0;1;1;0;0;0;0;1;1;0;0;0; ;2;0; ;2;2;1;1;2;2;2;2;2;2;2;2;998;998; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;3;1;2;0; ; ; ;3;0;0;3;1;2;10; ;98;4;4;0;0; ; ; ;2;5;5;3;2;2;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ;2;7;5;8;6;5; ;7;98;3;501;-99;501;-99;2;5;2;5;4;3;2;1;4;3;4;1;0;5;0;98;0;4;1;98;0;1991;4;1; ; ;3;73;8218; ; ;8218;8218;2;2;5; ;1; ;3;3; ; ; ; ;22;22; ;1;1; ;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;2;1;13;7;1; ; ; ; ; ; ;13;7;1;8100;1;it;TI;7;1;12;5;,303860286532778;,488174463203674;,303860286532778;,488174463203674;1;1;1;1,445131866;1;1,445131866;1;1;1
2684;3;1; ; ;10/26/2023 16:34:32;10/26/2023 17:06:32;1;2;31,9833333333333;IT;1;1970;53;4;21;2;22;12;998;998;-99;-99; ; ;5;5;4;1;3;3;3;3;8;3;3;2;3;3;3;2;3;2;1;2;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;3;0; ;2;2;2;2;2;1;2;2;2;2;2;2;40;40; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;3;1;3;0; ; ; ;4;5;0;9;1;4;8; ;5;8;3;0;1;40;40;2;3;5;5;2;2;3;2;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ;0;0;7;0;0;2; ;0;98;2;998;998;998;998;3;5;2;4;2;1;1;2;3;2;3;3;1;3;0;1;1;4;1;98;0;2006;3;1; ; ;3;73;8218; ; ;8218;8218;8; ;5; ;1; ;3;3; ; ; ; ;25;25; ;1;1; ;8;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7;1;1;5;3;1; ; ; ; ; ; ;5;3;1;8100;1;it;TI;7;2;21;7;,303860286532778;,488174463203674;,303860286532778;,488174463203674;1;1;1;1,445131866;1;1,445131866;1;1;1
2685;1;1; ; ;11/14/2023 8:55:02;11/14/2023 9:33:50;1;2;38,8;DE;2;1985;38;3;12;2;21;9;30;30;13;13;10;10;2;1;5;2;5;1;3;5;7;2;3;2;3;3;1;3;3;3;2;2;2;2;1;0;1;1;0;0;0;0;0;0;0;0;0;98;98;98;98;98;98; ;1;0; ;2;2;2;2;2;1;2;2;2;2;2;2;30;30; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;98;3;4;1;12;60;60;3;5;0;10;10;10; ; ;7;0;3;0;0; ; ; ;3;5;1;4;2;2;3;10;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;-99;-99;-99;-99;-99;-99;-99;-99;0;0;0;0; ; ;4;7;7;0;0; ; ;4;1;2;501;-99;501;-99;4;5;4;4;5;4;5;1;2;2;1;3;1;1;1;98;0;4;1;1;1;1987;4;4;0;0;5;152;8255; ; ;8255;8255;4;1;5; ;1; ;4;4; ;2;2; ;12;12; ; ; ; ;5;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8;1;1;3;2;3; ; ; ; ; ; ;3;2;3;8255;4;de;BS;3;1;11;1;1,33503718308189;2,14483790443488;1,33503718308189;2,14483790443488;1;1;1;1;1;1;1;1;1
2686;1;1; ; ;10/26/2023 20:32:45;10/26/2023 20:48:42;1;2;15,95;DE;2;1967;56;5;12;4;12;8;30;30;17;4;50;50;5;5;5;1;1;1;1;3;7;3;3;2;4;3;2;1;3;3;2;4;2;3;0;0;0;0;0;1;0;1;0;1;0;0;1;7;0;0;7;0;0; ;4;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;1;30;30; ; ; ; ;2; ;1;2;1;-99;1;3;0;0; ;0;1;0; ; ;0;0;0;0;0;0;75;30;30; ; ; ;3; ;4;1;5;1;12;30;30;5;10;2;10;5;8; ; ;8;0;3;1; ;30;30;2;2;5;5;3;2;2;2;10;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0; ; ;0;10;0;0;0; ; ;0;2;4;30;30;30;30;5;1;1;1;1;1;1;1;4;4;4;3;1;1;1;2;0;4;1;1;1;1969;4;1; ; ;1;33;8238; ; ;8238;8238;8; ;13;3;2; ;3;3; ; ; ; ;23;23; ;2;2; ;6;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;1;2;14;7;2; ; ; ; ; ; ;14;7;2;8244;1;de;BS;3;1;11;1;1,33503718308189;,932512485026683;1,15693002772382;,808106102830958;1;1;1;1;1;1;1;1;1
