userid,imode,sample_group,intstart,intend,totaltime,finished,indate,spr,birthyear,age,agecat,sex,f10000,f10100,f13400a,f13400b,f13400c,f13400d,f13400e,f13400f,f12700c,f12700rec,f12720rec,f12720main6,f12730c,f12730rec,f12740rec,f12740main6,q03,q04a,q04b,q04c,q04d,q04e,q04f,q04g,q05b,q05a,q05c,q05d,q05e,q06a,q06b,q06c,q06d,q07,q09,f14610,f15656,f11100,exp_ge,q_e1,q_e2,q_e3,q_e4,f11100rec,f11700,f11301,f11302,f11303,f11304,f11305,f11306,f11307,f11308,f11309,f11310,f11311,f11312,f11400rec,f11400main6,q1,q2,f11600,f11605,q3,q9a_web,q9a_paper,q9b_web,q9b_paper,q9c_web,q9c_paper,q9d_web,q9d_paper,q4a_web,q4a_paper,q4b_web,q4b_paper,q4c_web,q4c_paper,q4d_web,q4d_paper,q4e_web,q4e_paper,q4f_web,q4f_paper,q4g_web,q4g_paper,q4h_web,q4h_paper,q4i_web,q4i_paper,q5,q6,q7,q8,f11800rec,f11800main6,f11800zh,f11800ti,f11800ge,f11900,f12010,f12021,f12022,f12023,f12030a,f12030b,f12030c,f12030d,f12030e,f12030f,f12030g,f12030h,f12030i,f12030j,f12030k,f12030l,f12030m,f12030o,f12025,f12301,f12301p,f12301pmain6,f12302,f12302p,f12302pmain6,f10200,f10200rec,f10250,f10300rec,f10300main6,q14a,q14b,f14400a,f14400b,f14400c,f14400d,f14400e,f14400f,f14400g,f14400h,f14400i,q16a,q16b,q16c,q16d,q16e,f15130a,f15130b,f15130c,f15130d,f15130e,f15130f,f15130g,f15130h,f15130i,f15200,f13700,f14000,f14050,f14010rec,f14010main6,f14070,f13306,f13660a,f13660b,f13660c,f13660d,f13660e,f13660f,f13660g,f13660i,f13660j,f13660k,f13660l,f13660m,f13660n,f12500,f14079a,f14079b,f14079c,f14079d,f14079e,f14079f,f14079g,f14079h,f14081rec,f14081main6,f20211,f20212,f20213,f21000a,f21000b,f21000c,f21000d,f21000e,f21000f,f21000g,f21000h,f21010a,f21010b,f21010c,f21010d,f21010e,f21010f,f21010g,f12026,f21020,f21030,f13322,f12900rec,f12900main6,f12905rec,f12905main6,f15420,f15430,f15435,f15440,f15470,f15480,f15485,f15810,f15811,f15812,f15813,q08,f15900,f15900rec,f16300,f16300rec,f16312,f16312rec,f16313,f16313rec,f20300,e11,f20500,f20700,f20710,f20221,f20210rec1,f20210rec2,f20210rec3,f20760,f20900,f21310,e6b_lev,f21400,f26100,f21500_f24900,f21500,f24900,f21550_f24950,f21550,f24950,isco08prof_r,isco08prof_r_pre,isco08prof_r_pst,f21700_f25100,f21700,f25100,f21750_f25150,f21750,f25150,f21800,class16_r,class8_r,class5_r,f21910,e6b_lev_partner,f22000_f22400,f22100_f22500,f22150_f22550,isco08prof_p,isco08prof_p_pre,isco08prof_p_pst,f22300_f22700,f22350_f22750,class16_p,class8_p,class5_p,f22910,e6b_lev_main_earner,f23000_f23400,f23100_f23500,f23150_f23550,isco08prof_me,isco08prof_me_pre,isco08prof_me_pst,f23300_f23700,f23350_f23750,class16_h,class8_h,class5_h,class16,class8,class5,f28910,f29100,f21200,canton_sample,bigregion_sample,lingreg_sample,birthcountry_sample,hhsize_sample,taxableincome,smt9,msize,foreigners,msvp,msp,mfdp,mgps,mcvp,mglp,mbdp,weight_d,weight_d_t,weight_d_p,weight_tot,weight_t_zh,weight_p_zh,weight_tot_zh,weight_t_ti,weight_p_ti,weight_tot_ti,weight_t_ge,weight_p_ge,weight_tot_ge,year
1795,2,0,,,,,31219.0,1,1943,76,7,1,11,2.0,1.0,1.0,3.0,4.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,2.0,,,,3.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,61.0,20.0,3.0,65.0,30.0,5.0,2.0,1.0,11.0,10.0,2.0,3.0,3.0,5.0,,,,,,,,,10.0,9.0,8.0,6.0,1.0,5.0,,,,,,,,,5.0,2.0,2.0,1.0,10.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,1.0,,,2.0,,,,,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,2.0,2.0,3.0,,,,,,,,,,3.0,2.0,3.0,4.0,1.0,3.0,2.0,5.0,0.0,1.0,1.0,,0.0,4.0,1.0,1966.0,1.0,2.0,1.0,,1.0,8100.0,,,1.0,6.0,5.0,,7.0,7.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,2.0,1.0,SO,2,de,8100.0,2.0,66198.58,32.0,6.0,30.654358,28.149002,7.1620584,30.280338,4.781106,21.639785,3.9554531,1.6897081,2.83363628040885,1.76809004589167,2.84608989083762,1.77586066373234,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2019
1796,1,1,11/1/2019 11:27:41,11/1/2019 11:51:30,23.8,1.0,,2,1995,24,1,1,25,3.0,3.0,4.0,2.0,1.0,2.0,4.0,31.0,6.0,50.0,6.0,19.0,13.0,10.0,2.0,4.0,,2.0,3.0,,,1.0,,,,,,,,,,,2.0,2.0,3.0,4.0,,1.0,1.0,,,,0.0,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,50.0,6.0,3.0,,,,1.0,1.0,,2.0,,4.0,,3.0,,1.0,,4.0,,2.0,,3.0,,1.0,,2.0,,1.0,,1.0,,2.0,,1.0,4.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,25.0,,,,,6.0,1.0,5.0,0.0,9.0,7.0,5.0,,7.0,,,,,,8.0,3.0,4.0,0.0,9.0,5.0,3.0,,7.0,,3.0,2.0,1.0,50.0,6.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,2.0,8510.0,8510.0,1.0,3.0,3.0,4.0,4.0,4.0,3.0,,10.0,8.0,8.0,9.0,8.0,10.0,10.0,,2.0,1.0,3.0,,,,,2.0,5.0,1.0,5.0,1.0,5.0,2.0,3.0,4.0,2.0,5.0,1.0,3.0,1.0,3.0,0.0,2.0,0.0,2.0,0.0,1995.0,4.0,7.0,2.0,1.0,5.0,8100.0,,,4.0,2.0,7.0,,4.0,,4.0,4.0,,4.0,4.0,,7313.0,7313.0,,,,,2.0,2.0,,,3.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,3.0,4.0,1.0,2.0,GE,1,fr,,,86601.858,11.0,1.0,47.871845,12.61601,17.868143,15.125433,25.996981,5.405378,5.0114997,0.22442197,0.142744365078352,0.282968856742758,0.142744365078352,0.282968856742758,1.0,1.0,1.0,1.0,1.0,1.0,1.796684786,1.0,1.796684786,2019
1797,1,0,10/22/2019 19:28:27,10/22/2019 19:47:59,19.5333333333333,1.0,,3,1997,22,1,2,21,3.0,4.0,4.0,3.0,4.0,3.0,4.0,,,,,,,,,3.0,4.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,1.0,3.0,3.0,3.0,2.0,3.0,1.0,2.0,3.0,2.0,3.0,3.0,2.0,,,,,,0.0,,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,2.0,,,,3.0,3.0,8.0,8.0,3.0,0.0,3.0,3.0,1.0,3.0,,,,,,,6.0,8.0,3.0,10.0,4.0,5.0,9.0,9.0,,7.0,2.0,2.0,1.0,20.0,3.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,1.0,,,1.0,3.0,1.0,4.0,4.0,4.0,,,8.0,2.0,6.0,6.0,8.0,8.0,8.0,,2.0,1.0,3.0,20.0,3.0,20.0,3.0,3.0,5.0,3.0,4.0,3.0,3.0,4.0,2.0,5.0,1.0,3.0,1.0,4.0,0.0,1.0,1.0,3.0,0.0,4.0,1.0,1997.0,4.0,4.0,2.0,0.0,3.0,8100.0,,,7.0,,9.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,1.0,3.0,,3118.0,3118.0,,1.0,5.0,6.0,3.0,2.0,6.0,3.0,2.0,9.0,1.0,2.0,TI,7,it,8100.0,4.0,55422.792,33.0,6.0,20.59938,10.570605,14.259366,15.158501,8.4610951,32.634006,0.53025937,,0.340904815527355,0.675791621300965,0.340904815527355,0.675791621300965,1.0,1.0,1.0,1.535272962,1.0,1.535272962,1.0,1.0,1.0,2019
1798,1,1,10/21/2019 14:44:05,10/21/2019 15:07:46,23.6833333333333,1.0,,2,1966,53,4,2,25,3.0,3.0,3.0,3.0,4.0,3.0,3.0,22.0,12.0,,,24.0,12.0,,,1.0,,1.0,2.0,,,2.0,,,,,,,,,,,2.0,2.0,4.0,4.0,,2.0,,4.0,,,1.0,1.0,,,,,,,,,,,,,,,2.0,2.0,,2.0,2.0,1.0,,4.0,,1.0,,4.0,,1.0,,3.0,,1.0,,3.0,,1.0,,3.0,,3.0,,3.0,,1.0,,2.0,3.0,2.0,1.0,50.0,6.0,,,7.0,2.0,1.0,,,,,,,,,,,,,,,,,,,164.0,350.0,7.0,993.0,993.0,9.0,1.0,1.0,25.0,,,,,5.0,2.0,2.0,2.0,8.0,8.0,2.0,,2.0,,,,,,9.0,4.0,2.0,10.0,4.0,5.0,7.0,,10.0,5.0,2.0,2.0,2.0,,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,1.0,,,1.0,1.0,1.0,3.0,4.0,4.0,,,0.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,1.0,3.0,,,,,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,4.0,2.0,3.0,1.0,1.0,1.0,,0.0,4.0,1.0,1967.0,1.0,3.0,,0.0,2.0,8100.0,,,7.0,,7.0,,6.0,2.0,3.0,,3.0,,,,4120.0,,4120.0,2.0,,2.0,11.0,,11.0,2.0,11.0,6.0,4.0,10.0,,1.0,1.0,,1212.0,1212.0,,2.0,11.0,9.0,5.0,1.0,,,,,,,,,,,,,,11.0,6.0,4.0,7.0,2.0,1.0,GE,1,fr,,,67399.549,11.0,3.0,44.025754,15.723105,21.080155,9.6332441,21.300523,5.9097189,3.6885461,0.37952324,0.142744365078352,0.0890674970344977,0.10296648916898,0.0642474921071447,1.0,1.0,1.0,1.0,1.0,1.0,0.582254109,0.81939259,0.477094702411652,2019
1799,2,0,,,,,211119.0,3,1936,83,7,2,21,2.0,2.0,2.0,4.0,4.0,4.0,4.0,33.0,4.0,50.0,6.0,45.0,2.0,50.0,6.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,4.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,111.0,40.0,1.0,114.0,20.0,3.0,1.0,1.0,21.0,,,5.0,5.0,,,,,,,,,,10.0,,10.0,4.0,,,,,,,,,,,,2.0,2.0,1.0,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,2.0,8100.0,8218.0,1.0,1.0,1.0,4.0,4.0,4.0,1.0,4.0,0.0,9.0,10.0,9.0,9.0,10.0,10.0,2.0,1.0,2.0,1.0,,,,,4.0,4.0,3.0,4.0,1.0,3.0,4.0,3.0,4.0,4.0,3.0,1.0,3.0,1.0,1.0,1.0,4.0,0.0,4.0,1.0,,2.0,2.0,2.0,0.0,3.0,8218.0,,,2.0,2.0,3.0,,7.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,1.0,TI,7,it,8100.0,2.0,75222.322,12.0,4.0,22.239325,9.819382,11.565967,20.688549,11.21069,25.664711,0.93517924,,0.340904815527355,0.212712695379339,0.340904815527355,0.212712695379339,1.0,1.0,1.0,0.738516082,1.0,0.738516082,1.0,1.0,1.0,2019
1800,2,0,,,,,51219.0,1,1949,70,6,2,7,2.0,2.0,2.0,,,,3.0,13.0,13.0,10.0,2.0,61.0,4.0,10.0,2.0,2.0,4.0,4.0,2.0,4.0,4.0,2.0,4.0,3.0,1.0,2.0,4.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,4.0,4.0,,,,,,1.0,5.0,,,,,,,,,,,,,,,,,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,1.0,,,,1.0,,,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,1.0,1.0,7.0,40.0,1.0,4.0,4.0,8.0,5.0,0.0,8.0,5.0,0.0,0.0,0.0,0.0,8.0,7.0,8.0,4.0,4.0,7.0,6.0,1.0,9.0,1.0,5.0,7.0,9.0,,6.0,2.0,1.0,,10.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,1.0,,,1.0,,,,,,,,5.0,2.0,7.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,10.0,2.0,10.0,2.0,4.0,4.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,2.0,0.0,4.0,1.0,1980.0,1.0,2.0,2.0,0.0,1.0,8100.0,,,1.0,4.0,5.0,,7.0,4.0,1.0,,1.0,,,,5200.0,,5200.0,1.0,,1.0,1.0,,1.0,2.0,15.0,8.0,4.0,10.0,,7.0,,,,,,,,,,,,,,,,,,,,,,,,15.0,8.0,4.0,5.0,2.0,1.0,NW,6,de,8100.0,2.0,75324.556,13.0,5.0,14.63124,54.799183,,,,45.200817,,,0.451533368236516,0.281741047461367,0.572620198782502,0.357294999553637,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2019
1801,2,0,,,,,191119.0,1,1963,56,5,1,15,,2.0,2.0,,,,2.0,,,,,,,,,2.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,2.0,2.0,4.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,4.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,1.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,,,,5.0,5.0,,,,6.0,,,,,,7.0,6.0,6.0,6.0,6.0,,,,6.0,3.0,4.0,,,,8.0,2.0,2.0,2.0,,,,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,2.0,8357.0,8357.0,2.0,1.0,3.0,3.0,4.0,4.0,1.0,1.0,10.0,5.0,10.0,10.0,10.0,10.0,10.0,,2.0,2.0,2.0,,,,,4.0,3.0,4.0,1.0,2.0,2.0,2.0,3.0,4.0,5.0,4.0,2.0,3.0,1.0,2.0,0.0,3.0,0.0,4.0,1.0,2017.0,2.0,5.0,1.0,3.0,,8357.0,,,4.0,6.0,9.0,,1.0,,1.0,1.0,,,,,,,,,,,5.0,5.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,2.0,2.0,AR,5,de,8357.0,5.0,60378.358,32.0,7.0,24.847137,49.466951,,48.827292,,,,,0.643989688981962,0.40182706814496,0.816687159044186,0.509584256277671,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2019
1802,1,0,10/27/2019 12:25:39,10/27/2019 13:08:38,42.9666666666667,1.0,,2,1967,52,4,2,26,3.0,3.0,4.0,4.0,4.0,2.0,3.0,19.0,13.0,30.0,5.0,17.0,4.0,50.0,6.0,2.0,5.0,2.0,3.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,,,,,,1.0,4.0,,,,,,,,,,,,,,,,,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,5.0,,,,3.0,1.0,,,,,,,,,,,,,,,,,,,174.0,30.0,5.0,177.0,30.0,5.0,1.0,1.0,26.0,30.0,5.0,5.0,4.0,0.0,2.0,10.0,0.0,10.0,2.0,0.0,,,5.0,5.0,2.0,1.0,7.0,8.0,6.0,3.0,,2.0,7.0,10.0,,,3.0,3.0,1.0,,30.0,5.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,1.0,,,1.0,1.0,2.0,4.0,4.0,4.0,,,10.0,2.0,10.0,5.0,2.0,4.0,7.0,2.0,2.0,1.0,4.0,30.0,5.0,30.0,5.0,4.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,5.0,1.0,5.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1967.0,1.0,2.0,,,2.0,8100.0,,,2.0,4.0,5.0,,2.0,,3.0,3.0,,,,,5223.0,5223.0,,1.0,1.0,,2.0,2.0,,2.0,15.0,8.0,4.0,5.0,,1.0,2.0,,7534.0,7534.0,,1.0,5.0,7.0,4.0,4.0,,,,,,,,,,,,,,15.0,8.0,4.0,7.0,2.0,2.0,JU,2,fr,8100.0,2.0,58540.543,22.0,6.0,6.8394753,15.849673,27.941176,3.4313725,15.904139,23.202614,,,0.710722778300061,0.443466184558978,0.67436781851507,0.420781959713664,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2019
1804,1,0,10/30/2019 12:28:15,10/30/2019 12:56:50,28.5666666666667,1.0,,1,1980,39,3,2,1,1.0,2.0,2.0,3.0,3.0,2.0,3.0,6.0,8.0,40.0,1.0,8.0,5.0,40.0,1.0,2.0,3.0,3.0,2.0,4.0,3.0,3.0,4.0,2.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,3.0,3.0,4.0,,,,,,1.0,3.0,,,,,,,,,,,,,,,,,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,1.0,1.0,,,3.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,1.0,,,,0.0,0.0,0.0,0.0,,4.0,40.0,1.0,7.0,10.0,2.0,1.0,1.0,1.0,40.0,1.0,5.0,4.0,7.0,5.0,0.0,10.0,1.0,3.0,7.0,,,7.0,8.0,4.0,9.0,3.0,9.0,7.0,0.0,,1.0,3.0,6.0,,,9.0,2.0,2.0,1.0,40.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,1.0,,,1.0,1.0,1.0,4.0,4.0,4.0,,,10.0,9.0,10.0,7.0,5.0,9.0,9.0,,,,2.0,40.0,1.0,10.0,2.0,2.0,4.0,3.0,4.0,5.0,3.0,2.0,4.0,2.0,3.0,2.0,4.0,4.0,0.0,1.0,1.0,2.0,0.0,4.0,1.0,2002.0,1.0,4.0,,2.0,2.0,8100.0,,,2.0,6.0,10.0,,2.0,,2.0,2.0,,,,,1221.0,1221.0,,1.0,1.0,,1.0,1.0,,2.0,9.0,5.0,1.0,8.0,,1.0,2.0,,5412.0,5412.0,,2.0,11.0,15.0,8.0,4.0,,,,,,,,,,,,,,9.0,5.0,1.0,11.0,1.0,2.0,ZH,4,de,8100.0,4.0,88309.64,11.0,6.0,26.442114,41.327407,9.8682955,16.584408,5.4263355,10.585444,10.500913,1.3879421,1.11877245644945,0.698074928508691,1.41879150350834,0.885276332708029,0.581216356,1.403554054,0.815768572714907,1.0,1.0,1.0,1.0,1.0,1.0,2019
1805,1,0,10/22/2019 12:38:34,10/22/2019 13:08:30,29.9166666666667,1.0,,3,1970,49,4,2,21,2.0,2.0,3.0,4.0,3.0,4.0,3.0,19.0,13.0,,,62.0,8.0,40.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,1.0,4.0,3.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,1.0,,2.0,,2.0,2.0,,,1.0,0.0,1.0,0.0,,0.0,0.0,,1.0,,,,0.0,0.0,0.0,1.0,111.0,40.0,1.0,114.0,20.0,3.0,1.0,1.0,21.0,20.0,3.0,5.0,5.0,1.0,8.0,0.0,10.0,0.0,0.0,0.0,10.0,,7.0,5.0,5.0,3.0,,4.0,6.0,0.0,10.0,0.0,0.0,,10.0,,9.0,2.0,1.0,,40.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,1.0,,,1.0,1.0,1.0,4.0,4.0,4.0,,,6.0,2.0,8.0,6.0,7.0,7.0,7.0,,1.0,2.0,2.0,20.0,3.0,20.0,3.0,3.0,5.0,4.0,5.0,4.0,2.0,2.0,4.0,5.0,3.0,3.0,2.0,,0.0,3.0,0.0,,0.0,4.0,1.0,1970.0,3.0,1.0,,,3.0,8100.0,,,2.0,2.0,12.0,1.0,2.0,,3.0,3.0,,,,,2643.0,2643.0,,1.0,1.0,,14.0,14.0,,,13.0,7.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,7.0,1.0,6.0,1.0,2.0,TI,7,it,8100.0,1.0,63682.686,21.0,6.0,19.455087,10.522838,16.122904,14.875692,9.7299083,27.380854,0.57817791,,0.340904815527355,0.212712695379339,0.432324600938317,0.269755447725576,1.0,1.0,1.0,0.738516082,0.77281579,0.570736889338535,1.0,1.0,1.0,2019
1806,2,0,,,,,221119.0,1,1937,82,7,1,1,2.0,2.0,1.0,4.0,4.0,4.0,4.0,13.0,13.0,30.0,5.0,33.0,4.0,30.0,5.0,4.0,5.0,4.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,4.0,,,,,,1.0,,,,,,,,,,,,,,,,,,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,5.0,5.0,,,1.0,1.0,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,30.0,5.0,7.0,10.0,2.0,1.0,1.0,1.0,30.0,5.0,4.0,4.0,,,,0.0,,,0.0,,,7.0,8.0,6.0,6.0,7.0,9.0,5.0,0.0,10.0,6.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,30.0,5.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,,1.0,2.0,1.0,,4.0,,,,1.0,6.0,1.0,1.0,4.0,6.0,8.0,2.0,2.0,1.0,3.0,40.0,1.0,,,3.0,2.0,4.0,4.0,2.0,1.0,4.0,2.0,5.0,2.0,4.0,2.0,2.0,0.0,1.0,1.0,5.0,0.0,4.0,1.0,1937.0,2.0,1.0,,,1.0,8100.0,,,1.0,3.0,5.0,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,1.0,ZH,4,de,8100.0,1.0,68777.997,11.0,3.0,25.470595,30.370987,13.811876,11.493152,14.844133,4.723898,10.961836,1.6303967,1.11877245644945,0.698074928508691,1.06154490035499,0.662366932750421,0.581216356,0.982437956,0.571009008782408,1.0,1.0,1.0,1.0,1.0,1.0,2019
1807,1,0,10/29/2019 10:00:24,10/29/2019 10:39:22,38.95,1.0,,2,1956,63,5,1,26,2.0,1.0,3.0,4.0,4.0,3.0,4.0,61.0,4.0,,,6.0,8.0,,,2.0,5.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,1.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,,,,,,1.0,3.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,5.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,26.0,30.0,5.0,3.0,4.0,4.0,4.0,8.0,0.0,4.0,5.0,3.0,,,9.0,8.0,10.0,6.0,,9.0,5.0,2.0,0.0,3.0,4.0,5.0,,,7.0,2.0,2.0,1.0,30.0,5.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,1.0,,,1.0,1.0,1.0,4.0,4.0,4.0,,,10.0,5.0,10.0,0.0,10.0,10.0,5.0,,,2.0,2.0,20.0,3.0,30.0,5.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,5.0,5.0,3.0,5.0,3.0,3.0,1.0,1.0,1.0,4.0,0.0,4.0,1.0,2007.0,4.0,2.0,1.0,,2.0,8100.0,,,2.0,6.0,12.0,1.0,7.0,1.0,3.0,,3.0,,,,2145.0,,2145.0,1.0,,1.0,1.0,,1.0,,5.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,3.0,1.0,7.0,1.0,2.0,JU,2,fr,8100.0,2.0,63404.703,13.0,4.0,28.299953,8.9382795,33.738407,6.3959066,21.698113,16.645347,,,0.710722778300061,0.443466184558978,0.67436781851507,0.420781959713664,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2019
